id,channel,message,created_at,is_valid_trade,parameters,processed_at,failed_at,exception
129,Market Makers FX📈,"SMALL LOTS | SCALP TRADE

Adhere to risk management when layering 
👇

GOLD @ 2733-2730
❌SL: 2727
✅TP1: 2736
✅TP2: 2743
✅TP2: 2753

Total R:R = 1:3

Learn More About Market Makers

Notice ‼️
Stick to 5%-10% risk per setup, dividing total position for partial profits per take profit. 
Not financial advice, market perspective.",2024-10-21 14:05:06,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": [2733, 2730], ""stopLoss"": 2727, ""takeProfit"": [2736, 2743, 2753]}",,,
130,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD SELL NOW @2735-2738

SL 2741.50

TP 2732.79
TP 2728.20

Layering slowly use proper lot size",2024-10-21 14:15:12,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2735, 2738], ""stopLoss"": 2741.5, ""takeProfit"": [2732.79, 2728.2]}",,,
131,Meta Trader 4 Signals (Free),"Finally Our sell position Running 60 Pips in profit now!💯

close half profit & set breakeven the other positions now",2024-10-21 14:16:12,0,,,,Expecting value: line 1 column 1 (char 0)
132,Meta Trader 4 Signals (Free),,2024-10-21 14:16:17,0,,,,Expecting value: line 1 column 1 (char 0)
133,Meta Trader 4 Signals (Free),"Gbpjpy 20 pips on the run ! 🏎

Hell yeah, buddy! Time to charge in and claim those profits like a fearless conqueror! 

Secure that trade with the power 📀",2024-10-21 14:20:12,0,,,,Expecting value: line 1 column 1 (char 0)
134,Meta Trader 4 Signals (Free),,2024-10-21 14:20:16,0,,,,Expecting value: line 1 column 1 (char 0)
135,Market Makers FX📈,Im still holding our buys💪,2024-10-21 14:23:48,0,,,,Expecting value: line 1 column 1 (char 0)
136,Forex Signal Factory (free),,2024-10-21 14:26:46,0,,,,Expecting value: line 1 column 1 (char 0)
137,Forex Signal Factory (free),"KEEP JOINING @VIP.  

REFER YOUR FRIENDS 

ASK FOR THE ABOVE ADDRESS 

@JOIN VIP AND @EARN",2024-10-21 14:26:50,0,,,,Expecting value: line 1 column 1 (char 0)
138,Forex Signal Factory (free),,2024-10-21 14:30:13,0,,,,Expecting value: line 1 column 1 (char 0)
139,Forex Signal Factory (free),"XAU/USD BUY: 2727 - 2724

TP1: 2730
TP2: 2633

SL: 2721

~use proper $ management",2024-10-21 14:31:13,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2727, 2724], ""stopLoss"": 2721, ""takeProfit"": [2730, 2633]}",,,
140,Meta Trader 4 Signals (Free),"Finally Our sell position already Hit Tp1 & Running 90 Pips in profit now!🤝💯

close half profit & set breakeven the other positions now",2024-10-21 14:38:45,0,,,,Expecting value: line 1 column 1 (char 0)
141,Meta Trader 4 Signals (Free),,2024-10-21 14:38:51,0,,,,Expecting value: line 1 column 1 (char 0)
142,Market Makers FX📈,"Start to clear first entries.

A little early but layers running 45pips✅

Take partials and set breakeven",2024-10-21 14:55:59,0,,,,Extra data: line 2 column 1 (char 3)
143,Free Forex Signals - Us30 Empire 💰📈,Hit take profit 2 💰💰 +1000 pips 📉 #us30,2024-10-21 14:56:05,0,,,,Expecting value: line 1 column 1 (char 0)
144,Market Makers FX📈,"Okay close half now!

The drawdown was big but i was confident with this buy🫡

Take those profits fam!",2024-10-21 15:00:48,0,,,,Expecting value: line 1 column 1 (char 0)
145,Forex Signal Factory (free),"Price has reversed  6pips shy from the zone, for now I will monitor and wait for price to reach our zone, if I see a new setup I will share here",2024-10-21 15:01:01,0,,,,Expecting value: line 1 column 1 (char 0)
146,Meta Trader 4 Signals (Free),"Price Crazy Volatile Now Running 50 Pips 👌🏻

Secure First Entry To Minimize Risk And Set Breakeven Last Layer",2024-10-21 15:02:38,1,"{""symbol"": ""GOLD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
147,Meta Trader 4 Signals (Free),"Like finally Gold running 25 pips 🤯

Lock it in! Secure half of that glory and let breakeven on entry be your battle cry. Power move, engage! 💪",2024-10-21 15:02:41,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
148,Meta Trader 4 Signals (Free),,2024-10-21 15:02:44,0,,,,Expecting value: line 1 column 1 (char 0)
149,Meta Trader 4 Signals (Free),"Now Running 60 Pips 👌🏻

Secure First Entry To Minimize Risk And Set Breakeven Last Layer",2024-10-21 15:04:00,0,,,,Expecting value: line 1 column 1 (char 0)
150,ICT OFFICIAL ACADEMY,we are starting week with the name of Allah ....Allah will gives us more and more success Ameen,2024-10-21 15:12:25,0,,,,Expecting value: line 1 column 1 (char 0)
151,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/SDpxvAIA/
USDCHF SELL 0.86416
SL 0.86700
TP 0.85300",2024-10-21 15:14:34,1,"{""symbol"": ""USDCHF"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": 0.867, ""takeProfit"": 0.853}",,,
152,Smart Money Trader,"https://www.tradingview.com/x/yXv3GJeg/

#AUDCAD Buy Setup...🫵
      RR 3.45",2024-10-21 15:15:13,0,,,,Expecting value: line 1 column 1 (char 0)
153,Forex Signal Factory (free),"GBPJPY Buy Entry at 195.27

Take profit 1=195.47
Take profit 2=195.77
Take profit 3=196.27

Stop loss = 194.57",2024-10-21 15:16:13,1,"{""symbol"": ""GBPJPY"", ""signal"": ""buy"", ""price"": null, ""stopLoss"": null, ""takeProfit"": [195.47, 195.77, 196.27]}",,,
154,Meta Trader 4 Signals (Free),,2024-10-21 15:22:13,0,,,,Expecting value: line 1 column 1 (char 0)
155,Meta Trader 4 Signals (Free),"BOOM! 💥

Gold goes directly to TP 2 with 70 Pips! 

You can now lock in full or partial profits. If you hold, make sure to set a stop loss protection⚠️",2024-10-21 15:22:18,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 2}",,,
156,Meta Trader 4 Signals (Free),,2024-10-21 15:22:21,0,,,,Expecting value: line 1 column 1 (char 0)
157,Meta Trader 4 Signals (Free),"Cheers to Gold Hit TP 1 making it rain 60 pips! ☄️

Cash in some profits or fortify that entry with a rock-solid breakeven move. 🌟",2024-10-21 15:22:24,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 60}",,,
158,Free Forex Signals - Us30 Empire 💰📈,,2024-10-21 15:30:13,0,,,,Expecting value: line 1 column 1 (char 0)
159,Free Forex Signals - Us30 Empire 💰📈,,2024-10-21 15:30:18,0,,,,Expecting value: line 1 column 1 (char 0)
160,Free Forex Signals - Us30 Empire 💰📈,"🚨 US30 Empire VIP Group Just Hit Over 1500 Pips! 🚨

Last night, we called a US30 sell, and this morning we’re celebrating with over 1500 pips in profit! 📈

Don’t miss out on these winning signals – our VIP members are cashing in big, and you can be next! Join the US30 Empire VIP Forex Signals group today for real-time trade alerts, expert analysis, and consistent results.

Sign up now and start profiting with us: https://whop.com/marketplace/us30-empire-vip-forex-signals/

Your success awaits! 💰",2024-10-21 15:30:20,0,,,,Expecting value: line 1 column 1 (char 0)
161,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,Good day Admin Emil,2024-10-21 15:31:02,0,,,,Expecting value: line 1 column 1 (char 0)
162,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,I really appreciate your efforts sir 🙏🙏,2024-10-21 15:31:06,0,,,,Expecting value: line 1 column 1 (char 0)
163,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"Thanks so much for the release of my investment 
Got the notification yesterday",2024-10-21 15:31:08,0,,,,Expecting value: line 1 column 1 (char 0)
164,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,May Allah bless you and your team,2024-10-21 15:31:11,0,,,,Expecting value: line 1 column 1 (char 0)
165,Market Makers FX📈,"GOLD - 100pips and a higher high!

Consider closing more here fam!

Lock it up😎💪",2024-10-21 15:34:15,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": ""- 100pips"", ""stopLoss"": null, ""takeProfit"": null}",,,
166,Free Forex Signals - Us30 Empire 💰📈,"💰US30 BUY MARKET EXECUTION 

US30 EMPIRE ™️

ENTRY:  43171

SL:  43115

TP:  43225
TP:  43250
TP:  43280",2024-10-21 15:39:11,1,"{""symbol"": ""DJ30"", ""signal"": ""BUY"", ""price"": null, ""stopLoss"": 43115, ""takeProfit"": [43225, 43250, 43280]}",,,
167,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 15:46:15,0,,,,Expecting value: line 1 column 1 (char 0)
168,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 15:46:22,0,,,,Expecting value: line 1 column 1 (char 0)
169,Forex Signal Factory (free),"Gold buy now @ 2737 - 2733

SL: 2730

Tp1: 2739
Tp2: 2742",2024-10-21 15:48:15,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2737, 2733], ""stopLoss"": 2730, ""takeProfit"": [2739, 2742]}",,,
170,Forex Signal Factory (free),GBPJPY,2024-10-21 15:55:15,0,,,,Expecting value: line 1 column 1 (char 0)
171,𝗙𝗢𝗫𝗬𝗜𝗖𝗧𝗥𝗔𝗗𝗘𝗥 (𝗣.𝗚),❤️❤️,2024-10-21 16:07:16,0,,,,Expecting value: line 1 column 1 (char 0)
172,Smart Money Trader,"https://www.tradingview.com/x/LRlzj7wO/
#EURAUD Buy Setup...👆
   RR 3.19",2024-10-21 16:12:07,0,,,,Expecting value: line 1 column 1 (char 0)
173,Free Forex Signals - Us30 Empire 💰📈,Closing trade in profit 💰,2024-10-21 16:36:21,0,,,,Expecting value: line 1 column 1 (char 0)
174,Free Forex Signals - Us30 Empire 💰📈,,2024-10-21 16:36:52,0,,,,Expecting value: line 1 column 1 (char 0)
175,Forex Signal Factory (free),Running profit team remember to secure 🔥🔥,2024-10-21 16:38:47,0,,,,Expecting value: line 1 column 1 (char 0)
176,Forex Signal Factory (free),GBPJPY BUY NOW,2024-10-21 16:39:56,0,,,,Expecting value: line 1 column 1 (char 0)
177,Forex Signal Factory (free),,2024-10-21 16:40:00,0,,,,Expecting value: line 1 column 1 (char 0)
178,Forex Signal Factory (free),"Tp1 checked ✅ and running profit 54 pips 📈

Set your be or close your trade

High risk comes with reward",2024-10-21 16:42:20,0,,,,Expecting value: line 1 column 1 (char 0)
179,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 16:43:16,0,,,,Expecting value: line 1 column 1 (char 0)
180,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 16:43:19,0,,,,Expecting value: line 1 column 1 (char 0)
181,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 16:43:23,0,,,,Expecting value: line 1 column 1 (char 0)
182,VANTAGE FOREX SIGNALS OFFICIAL,"Tp1 checked ✅ and running profit 54 pips 📈

Set your be or close your trade

High risk comes with reward",2024-10-21 16:43:26,0,,,,Expecting value: line 1 column 1 (char 0)
183,Smart Money Trader,#USDCHF Check Move  B & A....🚀,2024-10-21 16:47:16,0,,,,Expecting value: line 1 column 1 (char 0)
184,Forex Signal Factory (free),"Gold buy again @ 2738.5-2735.5

sl:2732

tp1:2740.5
tp2:2745.5

entry slowly & use proper mm !",2024-10-21 16:50:16,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2738.5, 2735.5], ""stopLoss"": 2732, ""takeProfit"": [2740.5, 2745.5]}",,,
185,GBPUSD FX SIGNALS(firepips signal,"Sell Gold @2738

Sl :2745

Tp1 :2730
Tp2 :2727

Enter Slowly-Layer with proper money management

Do not rush your entries",2024-10-21 16:59:42,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2738], ""stopLoss"": 2745, ""takeProfit"": [2730, 2727]}",,,
186,👑US30 KINGDOM👑,✅150🔥 PIPS ✅✅ XAUUSD ✅BUY 👌✅,2024-10-21 17:02:16,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": ""150"", ""stopLoss"": null, ""takeProfit"": null}",,,
187,GBPUSD FX SIGNALS(firepips signal,"USDJPY  BUY 

ALL TP ACHIEVED  👍

Enjoy your profit 📈",2024-10-21 17:04:16,0,,,,Expecting value: line 1 column 1 (char 0)
188,Meta Trader 4 Signals (Free),,2024-10-21 17:10:03,0,,,,Expecting value: line 1 column 1 (char 0)
189,Meta Trader 4 Signals (Free),"GOLD BUY NOW

@ 2736.10 - 2732.10

SL : 2728.10

TP1 : 2738.10
TP2 : 2740.10",2024-10-21 17:10:09,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2736.1, 2732.1], ""stopLoss"": 2728.1, ""takeProfit"": [2738.1, 2740.1]}",,,
190,Forex Signal Factory (free),,2024-10-21 17:11:49,0,,,,Expecting value: line 1 column 1 (char 0)
191,Forex Signal Factory (free),"Solid issit? Hehe , Now our buy trade running in profit 30pips+🫣🎊

Close half profit & set breakeven now",2024-10-21 17:11:51,0,,,,Expecting value: line 1 column 1 (char 0)
192,Forex Signal Factory (free),,2024-10-21 17:12:29,0,,,,Expecting value: line 1 column 1 (char 0)
193,Forex Signal Factory (free),"GOLD BUY NOW

@ 2736.10 - 2732.10

SL : 2728.10

TP1 : 2738.10
TP2 : 2740.10",2024-10-21 17:12:32,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2736.1, 2732.1], ""stopLoss"": 2728.1, ""takeProfit"": [2738.1, 2740.1]}",,,
194,GBPUSD FX SIGNALS(firepips signal,"Details required

Name
Email address
Contact number
Country of residence
Btc or usdt address for receiving Returns

KEEP YOUR INVESTMENTS CAPITAL COMING!

You Invest…We Trade🤝",2024-10-21 17:12:58,0,,,,Expecting value: line 1 column 1 (char 0)
195,GBPUSD FX SIGNALS(firepips signal,,2024-10-21 17:13:01,0,,,,Expecting value: line 1 column 1 (char 0)
196,Forex Signal Factory (free),"Sharp entry !! Our buy setup delivered an instant hit tp 1 + running 25 pips+🎊

Can collect profit & for those wanna hold please set BE",2024-10-21 17:15:16,1,"{""symbol"": null, ""signal"": null, ""price"": [""1"", ""25""], ""stopLoss"": null, ""takeProfit"": [""1"", ""25""]}",,,
197,Forex Signal Factory (free),,2024-10-21 17:15:19,0,,,,Expecting value: line 1 column 1 (char 0)
198,Forex Signal Factory (free),"Xauusd buy now @2736 - 2733

SL: 2730

Tp1: 2739
Tp2: 2742",2024-10-21 17:17:15,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2733, 2736], ""stopLoss"": 2730, ""takeProfit"": [2739, 2742]}",,,
199,Forex Signal Factory (free),"HIT TP1 30PIPS
 SECURE TEAM",2024-10-21 17:20:54,0,,,,Expecting value: line 1 column 1 (char 0)
200,Forex Signal Factory (free),HIT TP1 30PIPS,2024-10-21 17:21:58,0,,,,Expecting value: line 1 column 1 (char 0)
201,Forex Signal Factory (free),HIT TP1 30PIPS🚀🤑 SECURE TEAM,2024-10-21 17:23:18,0,,,,Expecting value: line 1 column 1 (char 0)
202,Forex Signal Factory (free),,2024-10-21 17:23:22,0,,,,Expecting value: line 1 column 1 (char 0)
203,👑US30 KINGDOM👑,"Sell Us30

43320

TP 43280
TP 43250
TP 43180
TP 43080
TP OPEN 

SL 43360",2024-10-21 17:33:18,1,"{""symbol"": ""DJ30"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": ""43360"", ""takeProfit"": [""43280"", ""43250"", ""43180"", ""43080""]}",,,
204,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 17:33:23,0,,,,Expecting value: line 1 column 1 (char 0)
205,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:33:29,0,,,,Expecting value: line 1 column 1 (char 0)
206,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:33:31,0,,,,Expecting value: line 1 column 1 (char 0)
207,VANTAGE FOREX SIGNALS OFFICIAL,HIT TP1 30PIPS🚀🤑,2024-10-21 17:33:36,0,,,,Expecting value: line 1 column 1 (char 0)
208,VANTAGE FOREX SIGNALS OFFICIAL,HIT TP1 30PIPS🚀🤑 SECURE TEAM,2024-10-21 17:33:39,0,,,,Expecting value: line 1 column 1 (char 0)
209,UKOIL + US30 SIGNAL ♻️,"US30 SELL 43340
SL 43450
TP 43310
TP 43240
TP 43140
TP 42840",2024-10-21 17:35:18,1,"{""symbol"": ""DJ30"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": [43450], ""takeProfit"": [43310, 43240, 43140, 42840]}",,,
210,👑US30 KINGDOM👑,TP2 ✅🔥 + 700 PIPS US30 ✅✅ SELL✅💯 take.some profits,2024-10-21 17:36:17,1,"{""symbol"": ""DJ30"", ""signal"": ""SELL"", ""price"": [""tp2"", ""700""], ""stopLoss"": null, ""takeProfit"": null}",,,
211,GBPUSD FX SIGNALS(firepips signal,"YEHOOO! 40pips Plunging Down 😋

Secure half and set BE to hold!",2024-10-21 17:36:25,0,,,,Expecting value: line 1 column 1 (char 0)
212,👑US30 KINGDOM👑,TP1 ✅🔥 + 400 PIPS US30 ✅✅ SELL✅💯,2024-10-21 17:36:27,1,"{""symbol"": ""DJ30"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
213,👑US30 KINGDOM👑,We are in uptrend just scalping and protect your profit,2024-10-21 17:37:28,0,,,,Expecting value: line 1 column 1 (char 0)
214,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,,2024-10-21 17:43:36,0,,,,Expecting value: line 1 column 1 (char 0)
215,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"TRADING INVESTMENT CAPITAL RECEIVED BUDDY✅

KEEP YOUR REQUEST COMING TEAM🚀🚀🔥🔥🔥🔥

SEND YOUR DETAILS:

NAME
EMAIL ADDRESS
COUNTRY OF RESIDENCE
BTC OR USDT WALLET ADDRESS FOR RECEIVING RETURNS

#INVEST AND #EARN 💰💰💰",2024-10-21 17:43:41,0,,,,Expecting value: line 1 column 1 (char 0)
216,👑US30 KINGDOM👑,"✅🔥 + 1,000 PIPS US30 ✅✅ SELL✅💯 take.some profits",2024-10-21 17:46:22,0,,,,Expecting value: line 1 column 1 (char 0)
217,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,I want to start investing with 500 dollars,2024-10-21 17:47:28,0,,,,Expecting value: line 1 column 1 (char 0)
218,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,Hello sir,2024-10-21 17:47:30,0,,,,Expecting value: line 1 column 1 (char 0)
219,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,Erc20 I will deposit  immediately,2024-10-21 17:47:34,0,,,,Expecting value: line 1 column 1 (char 0)
220,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,Confirm payment sir,2024-10-21 17:47:39,0,,,,Expecting value: line 1 column 1 (char 0)
221,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,Please  send me your wallet address,2024-10-21 17:47:41,0,,,,Expecting value: line 1 column 1 (char 0)
222,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,,2024-10-21 17:47:43,0,,,,Expecting value: line 1 column 1 (char 0)
223,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 17:53:28,0,,,,Expecting value: line 1 column 1 (char 0)
224,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:53:33,0,,,,Expecting value: line 1 column 1 (char 0)
225,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:53:50,0,,,,Expecting value: line 1 column 1 (char 0)
226,VANTAGE FOREX SIGNALS OFFICIAL,"Gbpjpy is the in action, Hit Tp1 20+pips with top-notch precision! 📣

 Closely monitoring andd..... It's time to secure the profits!",2024-10-21 17:53:54,0,,,,Expecting value: line 1 column 1 (char 0)
227,Forex Signal Factory (free),,2024-10-21 17:53:59,0,,,,Expecting value: line 1 column 1 (char 0)
228,Forex Signal Factory (free),"Go Share Your Feedback Come On Im Monitoring more  Setup For Us 👌🏻
Click on the pin 📍 massage",2024-10-21 17:54:28,0,,,,Expecting value: line 1 column 1 (char 0)
229,Meta Trader 4 Signals (Free),,2024-10-21 17:55:28,0,,,,Expecting value: line 1 column 1 (char 0)
230,VANTAGE FOREX SIGNALS OFFICIAL,"Profit hahaha

25 pips ✅ Close Half and Lock BE",2024-10-21 17:55:33,0,,,,Expecting value: line 1 column 1 (char 0)
231,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:55:39,0,,,,Expecting value: line 1 column 1 (char 0)
232,VANTAGE FOREX SIGNALS OFFICIAL,"30 pips ✅ Close Half and Lock BE


Close ok i want Hold Lock Breakeven cause Gold still in uptrend",2024-10-21 17:55:43,1,"{""symbol"": ""XAUUSD"", ""signal"": ""null"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
233,VANTAGE FOREX SIGNALS OFFICIAL,"45 pips Lock ✅ Setup Highrisk , best reward",2024-10-21 17:55:48,0,,,,Expecting value: line 1 column 1 (char 0)
234,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:55:58,0,,,,Expecting value: line 1 column 1 (char 0)
235,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-21 17:56:09,0,,,,Expecting value: line 1 column 1 (char 0)
236,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 17:56:12,0,,,,Expecting value: line 1 column 1 (char 0)
237,Free Forex Signals - Us30 Empire 💰📈,Hit take profit 1 💰 #usdjpy,2024-10-21 17:59:28,0,,,,Expecting value: line 1 column 1 (char 0)
238,CryptoMau BTC Scalp Signals,Close PEPE/USDT,2024-10-21 18:00:20,1,"{""symbol"": ""pepe/usdt"", ""signal"": """", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
239,CryptoMau BTC Scalp Signals,#PEPE/USDT Manually Cancelled,2024-10-21 18:00:36,0,,,,Expecting value: line 1 column 1 (char 0)
240,👑US30 KINGDOM👑,"TP 3✅🔥 + 1,400 PIPS US30 ✅✅ SELL✅💯",2024-10-21 18:01:19,0,,,,Expecting value: line 1 column 1 (char 0)
241,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 18:04:28,0,,,,Expecting value: line 1 column 1 (char 0)
242,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 18:04:31,0,,,,Expecting value: line 1 column 1 (char 0)
